person_id,gender,gender_confidence,generation,anomalies,total_relations,outgoing_relations,incoming_relations,unique_relation_types,num_parents,num_children,fatherOf,grandfatherOf,greatGrandfatherOf,daughterOf_incoming,granddaughterOf_incoming,grandsonOf_incoming,greatGranddaughterOf_incoming,greatGrandsonOf_incoming,sisterOf,daughterOf,granddaughterOf,motherOf,grandmotherOf,greatGrandmotherOf,auntOf,fatherOf_incoming,motherOf_incoming,grandmotherOf_incoming,grandfatherOf_incoming,brotherOf_incoming,nephewOf_incoming,brotherOf,sonOf,grandsonOf,greatGrandsonOf,nephewOf,sisterOf_incoming,greatGrandmotherOf_incoming,greatGrandfatherOf_incoming,sonOf_incoming,auntOf_incoming,greatUncleOf_incoming,girlFirstCousinOnceRemovedOf,greatGranddaughterOf,nieceOf,secondUncleOf_incoming,uncleOf_incoming,boyCousinOf,boyFirstCousinOnceRemovedOf,boyCousinOf_incoming,secondAuntOf_incoming,secondAuntOf,girlCousinOf,girlCousinOf_incoming,boyFirstCousinOnceRemovedOf_incoming,greatAuntOf_incoming,girlFirstCousinOnceRemovedOf_incoming,greatAuntOf,nieceOf_incoming,uncleOf,greatUncleOf,secondUncleOf,boySecondCousinOf,girlSecondCousinOf_incoming,boySecondCousinOf_incoming,girlSecondCousinOf,has_anomalies,num_anomalies,anomaly_list
philipp1198,Conflict,0.5,0,['gender_conflict'],4,2,2,2,0,2,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,gender_conflict
sebastian923,M,0.6428571428571429,1,[],33,16,17,18,2,4,4.0,3.0,1.0,,2.0,1.0,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,,1.0,1.0,,,4.0,,,,,,,1.0,1.0,,,,,,1.0,1.0,,1.0,,,,,2.0,,,,,False,0,
lorenz1210,M,0.6153846153846154,1,[],37,18,19,17,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,2.0,4.0,4.0,,2.0,2.0,,2.0,,,,,,2.0,4.0,,,,,,4.0,2.0,,1.0,,,,,3.0,,,,,False,0,
dominik354,M,0.6,1,[],14,7,7,8,2,1,1.0,2.0,2.0,1.0,2.0,,,2.0,,,,,,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
sarah914,F,0.5833333333333334,1,[],33,15,18,18,2,0,,,,,,,,,,1.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,2.0,2.0,,,1.0,4.0,4.0,1.0,2.0,1.0,,,,2.0,,,,,1.0,,,,,,,,1.0,2.0,3.0,False,0,
luca603,M,0.5384615384615384,1,[],28,13,15,17,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,1.0,,2.0,,,1.0,2.0,,,,,,,False,0,
emily15,F,0.6666666666666666,0,[],4,2,2,4,0,1,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
michael1267,M,0.5833333333333334,2,[],40,20,20,16,2,2,2.0,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,,3.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,1.0,,1.0,1.0,,,,,2.0,,,,,,,,,,,,3.0,6.0,,,,,,,False,0,
laura1173,F,0.7142857142857143,1,[],9,4,5,7,2,0,,,,,,,,,2.0,1.0,,,,,1.0,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,False,0,
elias338,M,0.6,2,[],34,17,17,14,2,0,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,,3.0,4.0,2.0,4.0,2.0,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,5.0,,,,,,,False,0,
florian1274,M,0.5714285714285714,1,[],36,16,20,18,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,3.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,,1.0,2.0,,,,,1.0,4.0,,2.0,,,,2.0,,1.0,,,,,,,,,,,False,0,
rene1082,M,0.6,1,[],27,13,14,12,2,5,5.0,3.0,,2.0,1.0,2.0,,,,,,,,,,1.0,1.0,,,,1.0,2.0,1.0,,,,2.0,,,3.0,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,False,0,
jonathan480,M,0.6923076923076923,0,[],34,18,16,17,0,1,1.0,,,,,,,,,,,,,,,,,2.0,2.0,,,1.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,,,,,,2.0,2.0,,2.0,,,,,1.0,,1.0,,,,,2.0,,,,,False,0,
philipp958,M,0.6923076923076923,1,[],30,14,16,17,2,2,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,2.0,4.0,1.0,,2.0,2.0,,,1.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,1.0,2.0,,,,,,1.0,,,,,False,0,
isabella11,F,0.5625,1,[],42,21,21,17,2,0,,,,,,,,,4.0,2.0,4.0,,,,3.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,2.0,,,,2.0,,,,3.0,,1.0,,,2.0,,2.0,3.0,1.0,1.0,,1.0,,1.0,,,,,,,,False,0,
anastasia106,F,0.6666666666666666,0,[],20,10,10,7,0,3,,,,,,3.0,3.0,1.0,,,,3.0,3.0,4.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
natalie1105,F,0.7142857142857143,1,[],22,11,11,9,2,1,,,,,2.0,3.0,,,,1.0,2.0,1.0,5.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,False,0,
magdalena873,F,0.6153846153846154,1,[],29,14,15,14,2,1,,,,1.0,,,,,,1.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,3.0,,2.0,,,2.0,,3.0,4.0,2.0,1.0,,2.0,,,,,,,,,,False,0,
olivia1054,F,1.0,0,[],17,10,7,7,0,3,,,,,3.0,1.0,1.0,2.0,,,,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
luca33,M,0.6666666666666666,0,[],16,9,7,10,0,1,1.0,1.0,4.0,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
charlotte1097,F,0.6428571428571429,1,[],33,15,18,18,2,0,,,,,,,,,,1.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,2.0,2.0,,2.0,,2.0,4.0,4.0,1.0,2.0,,,2.0,1.0,,2.0,,,2.0,,,,,,,,,,,False,0,
sarah711,Conflict,0.5,1,['gender_conflict'],13,6,7,8,2,2,,,,,,1.0,,,,1.0,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,gender_conflict
fabian833,Conflict,0.5,1,['gender_conflict'],30,14,16,16,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,1.0,,,1.0,3.0,,,,,,,True,1,gender_conflict
matthias1240,M,0.6,1,[],18,11,7,11,2,1,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,,,,,,False,0,
florian1137,M,1.0,0,[],14,7,7,8,0,2,2.0,3.0,2.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
paula50,F,0.75,1,[],9,5,4,8,2,0,,,,,,,,,1.0,2.0,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,False,0,
gertrude569,F,0.6923076923076923,2,[],36,18,18,17,2,0,,,,,,,,,2.0,2.0,4.0,,,,,1.0,1.0,2.0,2.0,,,,,,,,2.0,1.0,1.0,,2.0,,,2.0,4.0,,2.0,,,1.0,,1.0,3.0,2.0,,,1.0,,,,,,,,,,False,0,
florian954,M,0.75,1,[],20,10,10,14,2,2,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,2.0,2.0,,,1.0,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,2.0,1.0,1.0,,False,0,
maximilian916,M,0.6428571428571429,1,[],28,13,15,20,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,2.0,2.0,3.0,,1.0,1.0,,2.0,1.0,,,,1.0,1.0,2.0,2.0,1.0,1.0,,,1.0,,,,,,,,,1.0,1.0,,,False,0,
lena434,F,0.6,0,[],33,16,17,14,0,0,,,,,,,,,1.0,2.0,4.0,,,,1.0,,,2.0,2.0,,1.0,,,,,,1.0,2.0,2.0,,1.0,2.0,,4.0,3.0,,2.0,,,,,,,,,2.0,,1.0,,,,,,,,,False,0,
emil135,M,0.6,1,[],31,15,16,10,2,2,2.0,7.0,4.0,1.0,3.0,4.0,3.0,1.0,,,,,,,,1.0,1.0,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
vincent1196,M,0.6666666666666666,0,[],4,2,2,3,0,2,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
johanna116,F,0.6363636363636364,1,[],27,15,12,12,2,0,,,,,,,,,3.0,2.0,2.0,,,,4.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,3.0,1.0,,,,,,,,False,0,
maximilian655,M,1.0,0,[],6,3,3,6,0,1,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
lena342,F,0.7142857142857143,0,[],18,10,8,10,0,1,,,,,2.0,,,2.0,1.0,2.0,,1.0,2.0,2.0,2.0,,,,,,2.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
paul1047,M,0.6666666666666666,0,[],14,7,7,7,0,1,1.0,5.0,1.0,1.0,3.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
helena961,F,0.6666666666666666,0,[],4,2,2,3,0,2,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
gabriel273,Conflict,0.5,1,['gender_conflict'],30,14,16,16,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,2.0,2.0,4.0,2.0,,2.0,2.0,,2.0,,,,,,,3.0,,2.0,,,,1.0,,2.0,1.0,,,,,1.0,,,,,True,1,gender_conflict
karin651,F,1.0,0,[],4,2,2,4,0,1,,,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
charlotte353,F,1.0,0,[],10,5,5,6,0,1,,,,1.0,2.0,,,2.0,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
jakob647,M,0.6,1,[],34,17,17,16,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,2.0,2.0,2.0,,2.0,2.0,,,,2.0,,,,,,,7.0,,2.0,,,,5.0,1.0,,,,1.0,1.0,,1.0,,,,,False,0,
theodor669,Conflict,0.5,0,['gender_conflict'],2,1,1,2,0,1,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,gender_conflict
luisa1229,Conflict,0.5,0,['gender_conflict'],2,1,1,2,0,1,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,gender_conflict
jonathan846,M,0.6363636363636364,2,[],33,17,16,16,2,2,2.0,1.0,,,1.0,,,,,,,,,,,1.0,1.0,2.0,2.0,,1.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,3.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,False,0,
helena872,F,1.0,0,[],4,2,2,4,0,1,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
sebastian240,M,0.75,1,[],26,13,13,13,2,1,1.0,1.0,3.0,,,1.0,3.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,False,0,
sebastian827,M,1.0,0,[],14,7,7,7,0,2,2.0,2.0,3.0,,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
emma1251,F,1.0,0,[],16,9,7,6,0,2,,,,,,4.0,2.0,1.0,,,,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
natalie489,F,0.75,0,[],15,7,8,8,0,1,,,,1.0,1.0,,3.0,2.0,,,,1.0,1.0,5.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
lisa599,F,0.6666666666666666,0,[],4,2,2,4,0,1,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
beate134,F,0.75,0,[],27,13,14,9,0,2,,,,1.0,3.0,4.0,3.0,1.0,,,,2.0,7.0,4.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
adrian303,M,0.6,1,[],41,20,21,19,2,1,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,4.0,4.0,,2.0,2.0,,3.0,,,,,,1.0,5.0,,1.0,,,,4.0,1.0,1.0,,,,,,1.0,,,,,False,0,
ella723,F,0.75,1,[],10,5,5,7,2,1,,,,,,2.0,,1.0,,1.0,,1.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
sebastian547,Conflict,0.5,0,['gender_conflict'],29,15,14,16,0,0,,,,,,,,,,,,,,,,,,2.0,2.0,,,1.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,,2.0,,,,,,,1.0,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,True,1,gender_conflict
valentina880,F,1.0,0,[],8,5,3,4,0,2,,,,,2.0,1.0,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
leonie422,F,0.6363636363636364,1,[],34,16,18,16,2,1,,,,2.0,,1.0,1.0,,1.0,2.0,4.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,2.0,,,2.0,4.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,False,0,
beate499,F,0.75,0,[],22,11,11,12,0,0,,,,,,,,,2.0,2.0,2.0,,,,,,,1.0,1.0,1.0,,,,,,,1.0,2.0,2.0,,,,1.0,4.0,,,,,,,1.0,,,,,2.0,,,,,,,,,,,False,0,
victoria225,F,0.6666666666666666,0,[],10,5,5,6,0,1,,,,,3.0,,,1.0,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
sofia487,Conflict,0.5,1,['gender_conflict'],7,3,4,4,2,1,,,,1.0,,,,,,2.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,gender_conflict
felix834,M,0.7142857142857143,1,[],12,7,5,7,2,0,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,,,,,,False,0,
adrian397,M,0.75,0,[],9,4,5,5,0,2,2.0,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
felix587,M,0.5384615384615384,1,[],28,13,15,17,2,1,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,1.0,,2.0,,,1.0,1.0,,,,,,,False,0,
lea862,F,0.5833333333333334,2,[],27,13,14,13,2,0,,,,,,,,,,1.0,4.0,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,1.0,,,,2.0,,1.0,,,1.0,,3.0,3.0,2.0,3.0,,,,,,,,,,,,False,0,
noah128,M,0.6,1,[],33,15,18,19,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,2.0,2.0,,1.0,1.0,,,,,,,,2.0,1.0,1.0,1.0,1.0,,,,1.0,3.0,1.0,,2.0,2.0,,2.0,,,,,False,0,
ella623,F,0.6923076923076923,0,[],37,19,18,17,0,0,,,,,,,,,2.0,2.0,4.0,,,,,,,2.0,2.0,1.0,,,,,,,1.0,1.0,1.0,,1.0,,,2.0,2.0,,1.0,,,,,3.0,4.0,4.0,2.0,1.0,1.0,,,,,,,,,,False,0,
anna1297,F,0.75,0,[],10,5,5,6,0,3,,,,1.0,1.0,1.0,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
helena755,F,0.5454545454545454,2,[],36,18,18,15,2,0,,,,,,,,,2.0,1.0,4.0,,,,4.0,1.0,1.0,2.0,2.0,1.0,4.0,,,,,,1.0,2.0,2.0,,,1.0,,4.0,,,,,,,,,,,,1.0,,3.0,,,,,,,,,False,0,
marcel580,M,0.5454545454545454,1,[],34,17,17,16,2,2,2.0,5.0,2.0,,2.0,3.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,2.0,2.0,2.0,,1.0,2.0,,,2.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,False,0,
alina671,F,1.0,0,[],10,6,4,6,0,2,,,,,,1.0,2.0,1.0,,,,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
claudia814,F,0.7,1,[],27,14,13,14,2,3,,,,,,,,,2.0,1.0,2.0,3.0,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,2.0,2.0,,2.0,,,4.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,False,0,
katharina446,F,0.6,1,[],27,13,14,10,2,3,,,,1.0,2.0,4.0,1.0,1.0,,2.0,,3.0,6.0,2.0,,1.0,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
leonie975,F,0.6363636363636364,1,[],23,12,11,12,2,1,,,,,,1.0,,,3.0,1.0,,1.0,1.0,,4.0,1.0,1.0,,,2.0,3.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,False,0,
simon1197,M,0.6,1,[],27,11,16,19,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,3.0,1.0,2.0,,,,,3.0,,,,,,,,,,,False,0,
leonie1204,F,0.6363636363636364,2,[],32,17,15,12,2,0,,,,,,,,,4.0,1.0,4.0,,,,5.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,,,,,False,0,
julian238,M,0.6,1,[],10,5,5,8,2,1,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
isabella807,F,0.6363636363636364,2,[],31,17,14,12,2,0,,,,,,,,,4.0,1.0,4.0,,,,3.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,4.0,1.0,,,,,,,,False,0,
simon278,Conflict,0.5,1,['gender_conflict'],11,5,6,7,2,1,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,gender_conflict
lisa805,F,0.6363636363636364,2,[],31,17,14,12,2,0,,,,,,,,,4.0,1.0,4.0,,,,3.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,4.0,1.0,,,,,,,,False,0,
julia391,F,0.6363636363636364,1,[],24,10,14,15,2,1,,,,1.0,,,,,1.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,2.0,2.0,2.0,,1.0,,,,,1.0,,,,,2.0,,,,,,,,,,,False,0,
matthias927,M,0.75,0,[],22,11,11,9,0,2,2.0,3.0,6.0,1.0,2.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
matthias899,M,0.5833333333333334,1,[],26,15,11,14,2,2,2.0,1.0,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,2.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,2.0,4.0,3.0,,,,,,False,0,
clara615,F,0.6666666666666666,0,[],16,8,8,7,0,1,,,,,4.0,,1.0,2.0,,,,1.0,4.0,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
daniel114,M,0.6666666666666666,0,[],19,9,10,8,0,1,1.0,4.0,4.0,2.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
alina371,F,0.75,0,[],19,9,10,8,0,4,,,,2.0,1.0,2.0,2.0,,,,,4.0,3.0,2.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
marcel27,M,0.6,2,[],28,14,14,10,2,1,1.0,4.0,3.0,,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,2.0,2.0,,,,2.0,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
marko458,M,0.6153846153846154,0,[],34,18,16,17,0,0,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,,1.0,,,,,,2.0,4.0,,3.0,,,,1.0,1.0,,1.0,,,,,2.0,,,,,False,0,
jonathan918,M,0.6666666666666666,1,[],10,5,5,9,2,0,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,False,0,
jonas23,M,0.6428571428571429,0,[],36,19,17,15,0,1,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,2.0,2.0,,3.0,1.0,,,1.0,2.0,,,,,,1.0,6.0,,3.0,,,,3.0,2.0,,2.0,,,,,4.0,,,,,False,0,
konstantin824,M,0.75,1,[],16,8,8,9,2,1,1.0,3.0,3.0,,2.0,1.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
marcel214,M,0.5333333333333333,1,[],31,16,15,16,2,1,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,2.0,2.0,,1.0,2.0,2.0,4.0,,1.0,2.0,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,3.0,4.0,1.0,,,,,,False,0,
marcel700,M,1.0,0,[],1,1,0,1,0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
lea1291,F,0.6666666666666666,1,[],31,15,16,11,2,3,,,,1.0,2.0,3.0,4.0,1.0,1.0,1.0,,3.0,5.0,5.0,,1.0,1.0,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
larissa1275,F,1.0,0,[],16,9,7,7,0,2,,,,,1.0,3.0,2.0,1.0,,,,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
moritz8,M,0.75,0,[],33,16,17,9,0,3,3.0,8.0,5.0,3.0,4.0,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
emil110,M,0.75,0,[],21,10,11,8,0,3,3.0,4.0,3.0,3.0,1.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
marie687,F,0.6363636363636364,1,[],27,14,13,12,2,0,,,,,,,,,3.0,1.0,2.0,,,,5.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,2.0,3.0,,,,,,,,False,0,
fabian520,M,1.0,0,[],2,1,1,2,0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
oskar788,M,0.5454545454545454,2,[],37,18,19,15,2,2,2.0,4.0,1.0,,2.0,2.0,1.0,,,,,,,,,1.0,1.0,2.0,2.0,1.0,,4.0,1.0,4.0,,1.0,3.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,False,0,
marie1311,F,0.5714285714285714,1,[],29,13,16,19,2,0,,,,,,,,,,1.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,2.0,2.0,2.0,1.0,2.0,,,1.0,1.0,,1.0,,,1.0,,,,,,,,3.0,,3.0,False,0,
konstantin1104,M,0.6666666666666666,0,[],8,4,4,6,0,1,1.0,1.0,2.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
marlene537,F,1.0,0,[],8,4,4,7,0,1,,,,1.0,1.0,1.0,1.0,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
stefan947,M,0.6666666666666666,2,[],31,16,15,14,2,1,1.0,2.0,,,1.0,1.0,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,,3.0,,,,,2.0,,,,,,1.0,2.0,,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,False,0,
marlene405,F,0.5384615384615384,1,[],35,18,17,14,2,1,,,,1.0,,,,,3.0,2.0,4.0,1.0,,,3.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,2.0,,,1.0,1.0,,,,3.0,,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,False,0,
